state,end_date,pollster_rating_name,poll_id,partisan,sample_size,methodology,population,candidate_name,pct,raw_sample_size,candidates_tested,poll_sample_size_weight,number_options,undecided,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,region_computed,region_census_big,region_census_small
Michigan,2024-06-03,Mitchell Research & Communications,87110,center/independent,710,Text-to-Web,lv,Joe Biden,45.1,710,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8396812181791731,5,5.299999999999997,2.09,1.0550944078786664,0.7460644106030101,Includes Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-06-03,Mitchell Research & Communications,87110,center/independent,710,Text-to-Web,lv,Donald Trump,46.3,710,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8396812181791731,5,5.299999999999997,2.09,1.0550944078786664,0.7460644106030101,Includes Text-to-Web,Rust Belt,Midwest,East North Central
National,2024-06-04,YouGov,87102,center/independent,1500,Online Panel,rv,Robert F. Kennedy,3.0,1566,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.24704218076047,5,13.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-06-04,YouGov,87102,center/independent,1500,Online Panel,rv,Joe Biden,42.0,1566,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.24704218076047,5,13.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-06-04,YouGov,87102,center/independent,1500,Online Panel,rv,Donald Trump,42.0,1566,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.24704218076047,5,13.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
Arizona,2024-06-03,Beacon Research/Shaw & Co. Research,87125,center/independent,1095,Live Phone/Text-to-Web,rv,Robert F. Kennedy,8.0,1095,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0427791146862404,5,5.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southwest,West,Southwest
Arizona,2024-06-03,Beacon Research/Shaw & Co. Research,87125,center/independent,1095,Live Phone/Text-to-Web,rv,Joe Biden,41.0,1095,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0427791146862404,5,5.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southwest,West,Southwest
Arizona,2024-06-03,Beacon Research/Shaw & Co. Research,87125,center/independent,1095,Live Phone/Text-to-Web,rv,Donald Trump,46.0,1095,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0427791146862404,5,5.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-03,Beacon Research/Shaw & Co. Research,87124,center/independent,1069,Live Phone/Text-to-Web,rv,Robert F. Kennedy,7.0,1069,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.030324714292454,5,8.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-03,Beacon Research/Shaw & Co. Research,87124,center/independent,1069,Live Phone/Text-to-Web,rv,Joe Biden,40.0,1069,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.030324714292454,5,8.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-03,Beacon Research/Shaw & Co. Research,87124,center/independent,1069,Live Phone/Text-to-Web,rv,Donald Trump,45.0,1069,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.030324714292454,5,8.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southwest,West,Southwest
Florida,2024-06-03,Beacon Research/Shaw & Co. Research,87123,center/independent,1075,Live Phone/Text-to-Web,rv,Robert F. Kennedy,7.0,1075,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0332121315771186,5,6.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Florida,2024-06-03,Beacon Research/Shaw & Co. Research,87123,center/independent,1075,Live Phone/Text-to-Web,rv,Joe Biden,40.0,1075,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0332121315771186,5,6.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Florida,2024-06-03,Beacon Research/Shaw & Co. Research,87123,center/independent,1075,Live Phone/Text-to-Web,rv,Donald Trump,47.0,1075,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0332121315771186,5,6.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Virginia,2024-06-03,Beacon Research/Shaw & Co. Research,87122,center/independent,1107,Live Phone/Text-to-Web,rv,Robert F. Kennedy,9.0,1107,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.048477403637499,5,8.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Virginia,2024-06-03,Beacon Research/Shaw & Co. Research,87122,center/independent,1107,Live Phone/Text-to-Web,rv,Joe Biden,42.0,1107,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.048477403637499,5,8.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Virginia,2024-06-03,Beacon Research/Shaw & Co. Research,87122,center/independent,1107,Live Phone/Text-to-Web,rv,Donald Trump,41.0,1107,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.048477403637499,5,8.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,Southeast,South,South Atlantic
North Carolina,2024-06-03,East Carolina University Center for Survey Research,87119,center/independent,1332,IVR/Online Panel/Text-to-Web,rv,Joe Biden,43.0,1332,Donald Trump Joe Biden,1.1501046971036597,2,9.0,2.67,1.1217150970676373,1.1217150970676373,IVR/Mostly IVR,Southeast,South,South Atlantic
North Carolina,2024-06-03,East Carolina University Center for Survey Research,87119,center/independent,1332,IVR/Online Panel/Text-to-Web,rv,Donald Trump,48.0,1332,Donald Trump Joe Biden,1.1501046971036597,2,9.0,2.67,1.1217150970676373,1.1217150970676373,IVR/Mostly IVR,Southeast,South,South Atlantic
Georgia,2024-06-03,Quinnipiac University,87109,center/independent,1203,Live Phone,rv,Robert F. Kennedy,8.0,1203,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0929947562725657,6,12.0,2.83,1.138154863636792,1.138154863636792,Live Phone,Southeast,South,South Atlantic
Georgia,2024-06-03,Quinnipiac University,87109,center/independent,1203,Live Phone,rv,Joe Biden,37.0,1203,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0929947562725657,6,12.0,2.83,1.138154863636792,1.138154863636792,Live Phone,Southeast,South,South Atlantic
Georgia,2024-06-03,Quinnipiac University,87109,center/independent,1203,Live Phone,rv,Donald Trump,43.0,1203,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0929947562725657,6,12.0,2.83,1.138154863636792,1.138154863636792,Live Phone,Southeast,South,South Atlantic
National,2024-06-02,Morning Consult,87087,center/independent,1500,Online Panel,rv,Joe Biden,43.0,10404,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-02,Morning Consult,87087,center/independent,1500,Online Panel,rv,Donald Trump,44.0,10404,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Arizona,2024-06-04,Fabrizio Lee & Associates/Impact Research,87160,center/independent,600,Live Phone,lv,Robert F. Kennedy,11.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,7.0,1.68,0.9990381438054214,0.9990381438054214,Live Phone,Southwest,West,Southwest
Arizona,2024-06-04,Fabrizio Lee & Associates/Impact Research,87160,center/independent,600,Live Phone,lv,Joe Biden,37.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,7.0,1.68,0.9990381438054214,0.9990381438054214,Live Phone,Southwest,West,Southwest
Arizona,2024-06-04,Fabrizio Lee & Associates/Impact Research,87160,center/independent,600,Live Phone,lv,Donald Trump,45.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,7.0,1.68,0.9990381438054214,0.9990381438054214,Live Phone,Southwest,West,Southwest
North Carolina,2024-06-02,North Star Opinion Research,87088,center/independent,600,Live Phone,lv,Robert F. Kennedy,9.0,600,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,15.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Southeast,South,South Atlantic
North Carolina,2024-06-02,North Star Opinion Research,87088,center/independent,600,Live Phone,lv,Joe Biden,32.0,600,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,15.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Southeast,South,South Atlantic
North Carolina,2024-06-02,North Star Opinion Research,87088,center/independent,600,Live Phone,lv,Donald Trump,44.0,600,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,15.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Southeast,South,South Atlantic
National,2024-05-31,Morning Consult,87081,center/independent,1500,Online Panel,rv,Joe Biden,45.0,2200,Donald Trump Joe Biden,1.4780754549905366,2,11.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-31,Morning Consult,87081,center/independent,1500,Online Panel,rv,Donald Trump,44.0,2200,Donald Trump Joe Biden,1.4780754549905366,2,11.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-31,SurveyMonkey,87104,center/independent,1500,Online Panel,a,Joe Biden,30.0,5893,Donald Trump Joe Biden,1.836678059957297,2,36.0,1.92,1.032951800253212,1.032951800253212,Online Non-Prob Panel,,,
National,2024-05-31,SurveyMonkey,87104,center/independent,1500,Online Panel,a,Donald Trump,34.0,5893,Donald Trump Joe Biden,1.836678059957297,2,36.0,1.92,1.032951800253212,1.032951800253212,Online Non-Prob Panel,,,
Wisconsin,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87099,center/independent,290,IVR/Online Panel,lv,Robert F. Kennedy,12.0,290,Donald Trump Joe Biden Robert F. Kennedy,0.5366415109003867,3,13.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87099,center/independent,290,IVR/Online Panel,lv,Joe Biden,40.0,290,Donald Trump Joe Biden Robert F. Kennedy,0.5366415109003867,3,13.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87099,center/independent,290,IVR/Online Panel,lv,Donald Trump,35.0,290,Donald Trump Joe Biden Robert F. Kennedy,0.5366415109003867,3,13.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Pennsylvania,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87098,center/independent,923,IVR/Online Panel,lv,Robert F. Kennedy,7.0,923,Donald Trump Joe Biden Robert F. Kennedy,0.9573838898852006,3,8.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87098,center/independent,923,IVR/Online Panel,lv,Joe Biden,43.0,923,Donald Trump Joe Biden Robert F. Kennedy,0.9573838898852006,3,8.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87098,center/independent,923,IVR/Online Panel,lv,Donald Trump,42.0,923,Donald Trump Joe Biden Robert F. Kennedy,0.9573838898852006,3,8.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,Middle Atlantic
Michigan,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87097,center/independent,636,IVR/Online Panel,lv,Robert F. Kennedy,8.0,636,Donald Trump Joe Biden Robert F. Kennedy,0.7947194142390263,3,5.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Michigan,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87097,center/independent,636,IVR/Online Panel,lv,Joe Biden,44.0,636,Donald Trump Joe Biden Robert F. Kennedy,0.7947194142390263,3,5.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Michigan,2024-05-31,Florida Atlantic University PolCom Lab/Mainstreet Research,87097,center/independent,636,IVR/Online Panel,lv,Donald Trump,43.0,636,Donald Trump Joe Biden Robert F. Kennedy,0.7947194142390263,3,5.0,,1.0,1.0,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
National,2024-05-31,TIPP Insights,87083,center/independent,1500,Online Panel,rv,Robert F. Kennedy,10.0,1675,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2897117912420275,5,14.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-05-31,TIPP Insights,87083,center/independent,1500,Online Panel,rv,Joe Biden,38.0,1675,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2897117912420275,5,14.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-05-31,TIPP Insights,87083,center/independent,1500,Online Panel,rv,Donald Trump,38.0,1675,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2897117912420275,5,14.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-05-31,Harris Insights & Analytics,87079,center/independent,1006,Online Panel,rv,Robert F. Kennedy,13.0,1006,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9995033523408592,5,3.0,1.5,0.971130433760347,0.971130433760347,Online Non-Prob Panel,,,
National,2024-05-31,Harris Insights & Analytics,87079,center/independent,1006,Online Panel,rv,Joe Biden,41.0,1006,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9995033523408592,5,3.0,1.5,0.971130433760347,0.971130433760347,Online Non-Prob Panel,,,
National,2024-05-31,Harris Insights & Analytics,87079,center/independent,1006,Online Panel,rv,Donald Trump,43.0,1006,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9995033523408592,5,3.0,1.5,0.971130433760347,0.971130433760347,Online Non-Prob Panel,,,
National,2024-05-31,Ipsos,87075,center/independent,1500,Probability Panel,rv,Robert F. Kennedy,10.0,2135,Donald Trump Joe Biden Robert F. Kennedy,1.4560765391233736,3,14.0,2.79,1.1341116208309965,1.1341116208309965,Online Prob Panel,,,
National,2024-05-31,Ipsos,87075,center/independent,1500,Probability Panel,rv,Joe Biden,39.0,2135,Donald Trump Joe Biden Robert F. Kennedy,1.4560765391233736,3,14.0,2.79,1.1341116208309965,1.1341116208309965,Online Prob Panel,,,
National,2024-05-31,Ipsos,87075,center/independent,1500,Probability Panel,rv,Donald Trump,37.0,2135,Donald Trump Joe Biden Robert F. Kennedy,1.4560765391233736,3,14.0,2.79,1.1341116208309965,1.1341116208309965,Online Prob Panel,,,
National,2024-06-04,ActiVote,87115,center/independent,1500,App Panel,lv,Robert F. Kennedy,13.1,1775,Donald Trump Joe Biden Robert F. Kennedy,1.3276525789554847,3,0.0,,1.0,1.0,River Sample,,,
National,2024-06-04,ActiVote,87115,center/independent,1500,App Panel,lv,Joe Biden,41.6,1775,Donald Trump Joe Biden Robert F. Kennedy,1.3276525789554847,3,0.0,,1.0,1.0,River Sample,,,
National,2024-06-04,ActiVote,87115,center/independent,1500,App Panel,lv,Donald Trump,45.4,1775,Donald Trump Joe Biden Robert F. Kennedy,1.3276525789554847,3,0.0,,1.0,1.0,River Sample,,,
National,2024-05-30,Morning Consult,87091,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,12.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-30,Morning Consult,87091,center/independent,1500,Online Panel,rv,Donald Trump,45.0,4000,Donald Trump Joe Biden,1.836678059957297,2,12.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
California,2024-06-02,Public Policy Institute of California,87167,center/independent,1098,Probability Panel,lv,Joe Biden,55.0,1098,Donald Trump Joe Biden,1.04420660216452,2,14.0,2.5,1.1034172062044894,1.1034172062044894,Online Prob Panel,Pacific,West,Pacific
California,2024-06-02,Public Policy Institute of California,87167,center/independent,1098,Probability Panel,lv,Donald Trump,31.0,1098,Donald Trump Joe Biden,1.04420660216452,2,14.0,2.5,1.1034172062044894,1.1034172062044894,Online Prob Panel,Pacific,West,Pacific
National,2024-06-03,Global Strategy Group/GBAO (Navigator Research),87157,center/independent,812,Online Panel,lv,Robert F. Kennedy,8.0,812,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8979730014984079,5,7.0,1.18,0.9145874791647824,0.9145874791647824,Online Non-Prob Panel,,,
National,2024-06-03,Global Strategy Group/GBAO (Navigator Research),87157,center/independent,812,Online Panel,lv,Joe Biden,45.0,812,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8979730014984079,5,7.0,1.18,0.9145874791647824,0.9145874791647824,Online Non-Prob Panel,,,
National,2024-06-03,Global Strategy Group/GBAO (Navigator Research),87157,center/independent,812,Online Panel,lv,Donald Trump,40.0,812,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8979730014984079,5,7.0,1.18,0.9145874791647824,0.9145874791647824,Online Non-Prob Panel,,,
National,2024-05-29,Morning Consult,87151,center/independent,1500,Online Panel,rv,Joe Biden,45.0,3996,Donald Trump Joe Biden,1.836678059957297,2,10.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-29,Morning Consult,87151,center/independent,1500,Online Panel,rv,Donald Trump,45.0,3996,Donald Trump Joe Biden,1.836678059957297,2,10.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Ohio,2024-05-29,National Public Affairs,87108,center/independent,802,IVR/Live Phone/Text-to-Web,lv,Robert F. Kennedy,7.0,802,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8924264814684829,5,5.0,,1.0,1.0,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Ohio,2024-05-29,National Public Affairs,87108,center/independent,802,IVR/Live Phone/Text-to-Web,lv,Joe Biden,40.0,802,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8924264814684829,5,5.0,,1.0,1.0,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Ohio,2024-05-29,National Public Affairs,87108,center/independent,802,IVR/Live Phone/Text-to-Web,lv,Donald Trump,48.0,802,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8924264814684829,5,5.0,,1.0,1.0,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
New York,2024-05-29,Emerson College,87069,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Robert F. Kennedy,5.7,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,12.599999999999994,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
New York,2024-05-29,Emerson College,87069,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Joe Biden,44.1,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,12.599999999999994,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
New York,2024-05-29,Emerson College,87069,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Donald Trump,37.6,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,12.599999999999994,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
National,2024-05-27,Morning Consult,87060,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-27,Morning Consult,87060,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-28,YouGov,87051,center/independent,1500,Online Panel,rv,Robert F. Kennedy,4.0,1547,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2394540233778448,5,15.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-05-28,YouGov,87051,center/independent,1500,Online Panel,rv,Joe Biden,40.0,1547,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2394540233778448,5,15.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-05-28,YouGov,87051,center/independent,1500,Online Panel,rv,Donald Trump,41.0,1547,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2394540233778448,5,15.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-05-27,Emerson College,87223,center/independent,1000,Online Panel/Text-to-Web,rv,Joe Biden,41.0,1000,Donald Trump Joe Biden,0.9965182684649138,2,18.0,2.92,1.147097841545351,0.8111206624411695,Includes Text-to-Web,,,
National,2024-05-27,Emerson College,87223,center/independent,1000,Online Panel/Text-to-Web,rv,Donald Trump,41.0,1000,Donald Trump Joe Biden,0.9965182684649138,2,18.0,2.92,1.147097841545351,0.8111206624411695,Includes Text-to-Web,,,
National,2024-05-26,Leger,87056,center/independent,883,Online Panel,lv,Robert F. Kennedy,9.0,883,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.936409080603315,5,15.0,1.76,1.010724787453773,1.010724787453773,Online Non-Prob Panel,,,
National,2024-05-26,Leger,87056,center/independent,883,Online Panel,lv,Joe Biden,37.0,883,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.936409080603315,5,15.0,1.76,1.010724787453773,1.010724787453773,Online Non-Prob Panel,,,
National,2024-05-26,Leger,87056,center/independent,883,Online Panel,lv,Donald Trump,39.0,883,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.936409080603315,5,15.0,1.76,1.010724787453773,1.010724787453773,Online Non-Prob Panel,,,
National,2024-05-30,Lord Ashcroft Polls,87390,center/independent,1500,Online Panel,rv,Robert F. Kennedy,9.0,8153,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.836678059957297,5,15.0,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-05-30,Lord Ashcroft Polls,87390,center/independent,1500,Online Panel,rv,Joe Biden,40.0,8153,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.836678059957297,5,15.0,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-05-30,Lord Ashcroft Polls,87390,center/independent,1500,Online Panel,rv,Donald Trump,36.0,8153,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.836678059957297,5,15.0,,1.0,1.0,Online Non-Prob Panel,,,
Massachusetts,2024-05-30,YouGov,87105,center/independent,700,Online Panel,a,Robert F. Kennedy,9.0,700,Donald Trump Joe Biden Robert F. Kennedy,0.8337470009355458,3,16.0,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,New England,Northeast,New England
Massachusetts,2024-05-30,YouGov,87105,center/independent,700,Online Panel,a,Joe Biden,48.0,700,Donald Trump Joe Biden Robert F. Kennedy,0.8337470009355458,3,16.0,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,New England,Northeast,New England
Massachusetts,2024-05-30,YouGov,87105,center/independent,700,Online Panel,a,Donald Trump,27.0,700,Donald Trump Joe Biden Robert F. Kennedy,0.8337470009355458,3,16.0,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,New England,Northeast,New England
National,2024-05-24,Morning Consult,87063,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-24,Morning Consult,87063,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Nevada,2024-05-25,The Tyson Group,87034,center/independent,601,Online Panel,lv,Robert F. Kennedy,9.0,601,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7725427135699167,5,14.0,1.06,0.8903919317863989,0.6296021728799526,Online Non-Prob Panel,Southwest,West,Southwest
Nevada,2024-05-25,The Tyson Group,87034,center/independent,601,Online Panel,lv,Joe Biden,37.0,601,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7725427135699167,5,14.0,1.06,0.8903919317863989,0.6296021728799526,Online Non-Prob Panel,Southwest,West,Southwest
Nevada,2024-05-25,The Tyson Group,87034,center/independent,601,Online Panel,lv,Donald Trump,40.0,601,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7725427135699167,5,14.0,1.06,0.8903919317863989,0.6296021728799526,Online Non-Prob Panel,Southwest,West,Southwest
National,2024-05-23,Marist College,87057,center/independent,1122,Live Phone/Online Panel/Text-to-Web,rv,Robert F. Kennedy,8.0,1122,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0555570073800826,5,8.0,2.94,1.14905702518447,1.14905702518447,Live Phone + Text-to-Web,,,
National,2024-05-23,Marist College,87057,center/independent,1122,Live Phone/Online Panel/Text-to-Web,rv,Joe Biden,40.0,1122,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0555570073800826,5,8.0,2.94,1.14905702518447,1.14905702518447,Live Phone + Text-to-Web,,,
National,2024-05-23,Marist College,87057,center/independent,1122,Live Phone/Online Panel/Text-to-Web,rv,Donald Trump,44.0,1122,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0555570073800826,5,8.0,2.94,1.14905702518447,1.14905702518447,Live Phone + Text-to-Web,,,
National,2024-05-23,McLaughlin & Associates,87047,center/independent,1000,Online Panel,lv,Joe Biden,44.0,1000,Donald Trump Joe Biden,0.9965182684649138,2,10.0,0.5,0.7378995589934217,0.4867673715085828,Online Non-Prob Panel,,,
National,2024-05-23,McLaughlin & Associates,87047,center/independent,1000,Online Panel,lv,Donald Trump,46.0,1000,Donald Trump Joe Biden,0.9965182684649138,2,10.0,0.5,0.7378995589934217,0.4867673715085828,Online Non-Prob Panel,,,
National,2024-05-23,Emerson College,87032,center/independent,1100,IVR/Online Panel/Text-to-Web,rv,Robert F. Kennedy,5.9,1100,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0451571773292,5,11.599999999999994,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,,,
National,2024-05-23,Emerson College,87032,center/independent,1100,IVR/Online Panel/Text-to-Web,rv,Joe Biden,38.7,1100,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0451571773292,5,11.599999999999994,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,,,
