sponsors,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,partisan,party,candidate_name,pct,da_by_pop,pop_raverage7
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192530.0,1207.0, Registered voters,,IND,Cornel West,1.1,1.9714285714285715,1.253061224489796
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192531.0,1207.0, Registered voters,,IND,Cornel West,1.7,1.9714285714285715,1.2489795918367348
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192449.0,1106.0, Registered voters,,IND,Cornel West,2.0,1.9714285714285715,1.2448979591836735
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192451.0,1106.0, Registered voters,,IND,Cornel West,3.0,1.9714285714285715,1.2122448979591838
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192453.0,1099.0, Registered voters,,IND,Cornel West,1.0,1.9714285714285715,1.4653061224489796
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192455.0,1099.0, Registered voters,,IND,Cornel West,2.0,1.9714285714285715,1.7183673469387755
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192791.0,1200.0, Registered voters,,IND,Cornel West,3.0,1.9714285714285715,1.9714285714285715
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/10/2024,2024-02-12,193058.0,4000.0, Registered voters,,REP,Donald Trump,44.0,46.0625,47.651785714285715
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192530.0,1207.0, Registered voters,,REP,Donald Trump,46.5,46.0625,47.49404761904761
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192448.0,1106.0, Registered voters,,REP,Donald Trump,47.0,46.0625,47.33630952380952
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192449.0,1106.0, Registered voters,,REP,Donald Trump,42.0,46.0625,47.17857142857143
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192452.0,1099.0, Registered voters,,REP,Donald Trump,50.0,46.0625,46.80654761904761
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192453.0,1099.0, Registered voters,,REP,Donald Trump,46.0,46.0625,46.4345238095238
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192791.0,1200.0, Registered voters,,REP,Donald Trump,45.0,46.0625,46.0625
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192792.0,1200.0, Registered voters,,REP,Donald Trump,48.0,46.0625,46.0625
Reuters,Ipsos,2.8,-0.8,Probability Panel,9.5,,2/9/2024,2024-02-12,192034.0,1237.0,All adults,,REP,Donald Trump,37.0,37.0,35.857142857142854
,,,,,,,,2024-02-12,,,Likely voters,,,Donald Trump,,40.6,43.25
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192530.0,1207.0, Registered voters,,GRE,Jill Stein,0.3,1.8142857142857143,2.259183673469388
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192531.0,1207.0, Registered voters,,GRE,Jill Stein,0.4,1.8142857142857143,2.3040816326530615
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192449.0,1106.0, Registered voters,,GRE,Jill Stein,3.0,1.8142857142857143,2.3489795918367347
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192451.0,1106.0, Registered voters,,GRE,Jill Stein,3.0,1.8142857142857143,2.036734693877551
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192453.0,1099.0, Registered voters,,GRE,Jill Stein,2.0,1.8142857142857143,2.1530612244897958
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192455.0,1099.0, Registered voters,,GRE,Jill Stein,2.0,1.8142857142857143,1.9836734693877551
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192791.0,1200.0, Registered voters,,GRE,Jill Stein,2.0,1.8142857142857143,1.8142857142857143
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/10/2024,2024-02-12,193058.0,4000.0, Registered voters,,DEM,Joe Biden,42.0,39.792857142857144,34.248979591836736
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192530.0,1207.0, Registered voters,,DEM,Joe Biden,43.4,39.792857142857144,34.512244897959185
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192531.0,1207.0, Registered voters,,DEM,Joe Biden,39.7,39.792857142857144,35.56836734693878
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192448.0,1106.0, Registered voters,,DEM,Joe Biden,45.0,39.792857142857144,36.624489795918365
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192449.0,1106.0, Registered voters,,DEM,Joe Biden,37.0,39.792857142857144,37.680612244897965
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192450.0,1106.0, Registered voters,,DEM,Joe Biden,42.0,39.792857142857144,38.73673469387755
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192451.0,1106.0, Registered voters,,DEM,Joe Biden,35.0,39.792857142857144,39.792857142857144
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192452.0,1099.0, Registered voters,,DEM,Joe Biden,45.0,39.792857142857144,39.792857142857144
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192453.0,1099.0, Registered voters,,DEM,Joe Biden,37.0,39.792857142857144,39.792857142857144
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192454.0,1099.0, Registered voters,,DEM,Joe Biden,41.0,39.792857142857144,39.792857142857144
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192455.0,1099.0, Registered voters,,DEM,Joe Biden,33.0,39.792857142857144,39.792857142857144
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192791.0,1200.0, Registered voters,,DEM,Joe Biden,36.0,39.792857142857144,39.792857142857144
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192792.0,1200.0, Registered voters,,DEM,Joe Biden,41.0,39.792857142857144,39.792857142857144
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192793.0,1200.0, Registered voters,,DEM,Joe Biden,40.0,39.792857142857144,39.792857142857144
Reuters,Ipsos,2.8,-0.8,Probability Panel,9.5,,2/9/2024,2024-02-12,192034.0,1237.0,All adults,,DEM,Joe Biden,34.0,34.0,33.0
,,,,,,,,2024-02-12,,,Likely voters,,,Joe Biden,,47.5,41.978571428571435
,,,,,,,,2024-02-12,,, Registered voters,,,Kamala Harris,,42.7,42.699999999999996
,,,,,,,,2024-02-12,,,All adults,,,Kamala Harris,,38.0,38.0
,,,,,,,,2024-02-12,,,Likely voters,,,Kamala Harris,,42.0,42.0
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192531.0,1207.0, Registered voters,,REP,Nikki Haley,31.9,34.81666666666667,39.5452380952381
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192450.0,1106.0, Registered voters,,REP,Nikki Haley,43.0,34.81666666666667,38.09047619047619
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192451.0,1106.0, Registered voters,,REP,Nikki Haley,26.0,34.81666666666667,37.92142857142858
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192454.0,1099.0, Registered voters,,REP,Nikki Haley,46.0,34.81666666666667,39.609523809523814
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192455.0,1099.0, Registered voters,,REP,Nikki Haley,31.0,34.81666666666667,37.86904761904763
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192793.0,1200.0, Registered voters,,REP,Nikki Haley,31.0,34.81666666666667,36.34285714285715
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192530.0,1207.0, Registered voters,,IND,Robert F. Kennedy,1.5,11.171428571428573,10.067346938775511
,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Online Panel/Text-to-Web,7.0,North Carolina,2/9/2024,2024-02-12,192531.0,1207.0, Registered voters,,IND,Robert F. Kennedy,9.7,11.171428571428573,10.434693877551021
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192449.0,1106.0, Registered voters,,IND,Robert F. Kennedy,11.0,11.171428571428573,10.997278911564626
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2/8/2024,2024-02-12,192451.0,1106.0, Registered voters,,IND,Robert F. Kennedy,23.0,11.171428571428573,11.559863945578233
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192453.0,1099.0, Registered voters,,IND,Robert F. Kennedy,8.0,11.171428571428573,12.122448979591837
FOX News,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,North Carolina,2/8/2024,2024-02-12,192455.0,1099.0, Registered voters,,IND,Robert F. Kennedy,19.0,11.171428571428573,11.646938775510206
University of Texas,YouGov,2.9,-1.1,Online Panel,9.0,Texas,2/2/2024,2024-02-12,192791.0,1200.0, Registered voters,,IND,Robert F. Kennedy,6.0,11.171428571428573,11.171428571428573
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/9/2024,2024-02-11,192016.0,6164.0, Registered voters,,REP,Donald Trump,43.0,48.666666666666664,46.298095238095236
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192604.0,1000.0, Registered voters,,REP,Donald Trump,54.0,48.666666666666664,46.833333333333336
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192606.0,1000.0, Registered voters,,REP,Donald Trump,49.0,48.666666666666664,47.42857142857143
,,,,,,,,2024-02-11,,,All adults,,,Donald Trump,,37.0,35.285714285714285
,,,,,,,,2024-02-11,,,Likely voters,,,Donald Trump,,40.6,44.0
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192606.0,1000.0, Registered voters,,GRE,Jill Stein,3.0,3.0,2.0
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192607.0,1000.0, Registered voters,,GRE,Jill Stein,3.0,3.0,2.2142857142857144
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/9/2024,2024-02-11,192016.0,6164.0, Registered voters,,DEM,Joe Biden,42.0,32.4,38.457142857142856
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192604.0,1000.0, Registered voters,,DEM,Joe Biden,35.0,32.4,37.01428571428572
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192605.0,1000.0, Registered voters,,DEM,Joe Biden,28.0,32.4,35.57142857142857
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192606.0,1000.0, Registered voters,,DEM,Joe Biden,32.0,32.4,34.77857142857143
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192607.0,1000.0, Registered voters,,DEM,Joe Biden,25.0,32.4,33.98571428571429
,,,,,,,,2024-02-11,,,All adults,,,Joe Biden,,34.0,32.5
,,,,,,,,2024-02-11,,,Likely voters,,,Joe Biden,,47.5,40.75714285714286
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192606.0,1000.0, Registered voters,,IND,"Joe Manchin, III",4.0,4.0,10.333333333333334
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192607.0,1000.0, Registered voters,,IND,"Joe Manchin, III",4.0,4.0,10.0
,,,,,,,,2024-02-11,,, Registered voters,,,Kamala Harris,,42.7,42.7
,,,,,,,,2024-02-11,,,All adults,,,Kamala Harris,,38.0,38.0
,,,,,,,,2024-02-11,,,Likely voters,,,Kamala Harris,,42.0,42.0
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192605.0,1000.0, Registered voters,,REP,Nikki Haley,50.0,45.5,41.699999999999996
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192607.0,1000.0, Registered voters,,REP,Nikki Haley,41.0,45.5,42.714285714285715
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192606.0,1000.0, Registered voters,,IND,Robert F. Kennedy,9.0,14.5,10.114285714285714
,The Citadel School of Humanities and Social Sciences,,,Live Phone/Text-to-Web/Email,10.0,South Carolina,2/5/2024,2024-02-11,192607.0,1000.0, Registered voters,,IND,Robert F. Kennedy,20.0,14.5,10.328571428571427
,Patriot Polling,1.1,0.6,IVR,5.0,,2/10/2024,2024-02-10,192047.0,1018.0, Registered voters,,REP,Donald Trump,47.5,47.166666666666664,45.12095238095238
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/8/2024,2024-02-10,192017.0,4000.0, Registered voters,,REP,Donald Trump,44.0,47.166666666666664,45.441904761904766
,Winthrop University Center for Public Opinion & Policy Research,2.5,-0.3,Live Phone/Online Panel,8.5,South Carolina,2/2/2024,2024-02-10,192105.0,1717.0, Registered voters,,REP,Donald Trump,50.0,47.166666666666664,45.762857142857136
,,,,,,,,2024-02-10,,,All adults,,,Donald Trump,,37.0,34.714285714285715
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,,2/10/2024,2024-02-10,192478.0,1220.0,Likely voters,,REP,Donald Trump,42.0,42.0,44.75
,Patriot Polling,1.1,0.6,IVR,5.0,,2/10/2024,2024-02-10,192047.0,1018.0, Registered voters,,DEM,Joe Biden,45.8,37.95,38.17
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/8/2024,2024-02-10,192017.0,4000.0, Registered voters,,DEM,Joe Biden,42.0,37.95,38.440000000000005
,Winthrop University Center for Public Opinion & Policy Research,2.5,-0.3,Live Phone/Online Panel,8.5,South Carolina,2/2/2024,2024-02-10,192105.0,1717.0, Registered voters,,DEM,Joe Biden,35.0,37.95,38.71
,Winthrop University Center for Public Opinion & Policy Research,2.5,-0.3,Live Phone/Online Panel,8.5,South Carolina,2/2/2024,2024-02-10,192106.0,1717.0, Registered voters,,DEM,Joe Biden,29.0,37.95,38.980000000000004
,,,,,,,,2024-02-10,,,All adults,,,Joe Biden,,34.0,32.0
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,,2/10/2024,2024-02-10,192478.0,1220.0,Likely voters,,DEM,Joe Biden,41.0,41.0,39.535714285714285
,,,,,,,,2024-02-10,,, Registered voters,,,Kamala Harris,,42.7,42.7
,,,,,,,,2024-02-10,,,All adults,,,Kamala Harris,,38.0,38.0
,,,,,,,,2024-02-10,,,Likely voters,,,Kamala Harris,,42.0,42.0
,Winthrop University Center for Public Opinion & Policy Research,2.5,-0.3,Live Phone/Online Panel,8.5,South Carolina,2/2/2024,2024-02-10,192106.0,1717.0, Registered voters,,REP,Nikki Haley,47.0,47.0,40.68571428571429
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,,2/10/2024,2024-02-10,192478.0,1220.0,Likely voters,,IND,Robert F. Kennedy,8.0,8.0,10.357142857142858
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/7/2024,2024-02-09,192018.0,4000.0, Registered voters,,REP,Donald Trump,44.0,44.5,44.510714285714286
,YouGov,2.9,-1.1,Online Panel,9.0,,2/6/2024,2024-02-09,191992.0,869.0, Registered voters,,REP,Donald Trump,45.0,44.5,44.8
,,,,,,,,2024-02-09,,,All adults,,,Donald Trump,,37.0,34.142857142857146
,,,,,,,,2024-02-09,,,Likely voters,,,Donald Trump,,42.0,45.3
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/7/2024,2024-02-09,192018.0,4000.0, Registered voters,,DEM,Joe Biden,41.0,42.5,37.55357142857143
,YouGov,2.9,-1.1,Online Panel,9.0,,2/6/2024,2024-02-09,191992.0,869.0, Registered voters,,DEM,Joe Biden,44.0,42.5,37.9
,,,,,,,,2024-02-09,,,All adults,,,Joe Biden,,34.0,31.5
,,,,,,,,2024-02-09,,,Likely voters,,,Joe Biden,,41.0,39.24285714285714
,,,,,,,,2024-02-09,,, Registered voters,,,Kamala Harris,,42.7,42.7
,,,,,,,,2024-02-09,,,All adults,,,Kamala Harris,,38.0,38.0
,,,,,,,,2024-02-09,,,Likely voters,,,Kamala Harris,,42.0,42.0
,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Texas,2/6/2024,2024-02-08,192463.0,807.0,Likely voters,,IND,Cornel West,3.0,3.0,1.7142857142857142
,Blueprint Polling,2.4,-0.3,Text,1.0,Pennsylvania,2/6/2024,2024-02-08,191993.0,500.0, Registered voters,,REP,Donald Trump,40.0,44.92,43.402857142857144
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/6/2024,2024-02-08,192019.0,4000.0, Registered voters,,REP,Donald Trump,45.0,44.92,43.462857142857146
,Change Research,1.4,0.6,Text-to-Web/Online Ad,5.0,,2/6/2024,2024-02-08,193374.0,1534.0, Registered voters,,REP,Donald Trump,47.0,44.92,43.52285714285715
,Change Research,1.4,0.6,Text-to-Web/Online Ad,5.0,,2/6/2024,2024-02-08,193375.0,1534.0, Registered voters,,REP,Donald Trump,41.0,44.92,43.87214285714286
,Florida Atlantic University PolCom Lab/Mainstreet Research,,,Online Panel/Text,6.0,South Carolina,2/1/2024,2024-02-08,192052.0,679.0, Registered voters,,REP,Donald Trump,51.6,44.92,44.221428571428575
,,,,,,,,2024-02-08,,,All adults,,,Donald Trump,,37.0,33.57142857142857
,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Texas,2/6/2024,2024-02-08,192463.0,807.0,Likely voters,,REP,Donald Trump,42.0,45.85,44.41428571428571
,Cygnal,2.1,-1.3,,4.0,,2/6/2024,2024-02-08,192471.0,1501.0,Likely voters,,REP,Donald Trump,47.0,45.85,44.642857142857146
,Cygnal,2.1,-1.3,,4.0,,2/6/2024,2024-02-08,192472.0,1501.0,Likely voters,,REP,Donald Trump,40.8,45.85,44.871428571428574
,Florida Atlantic University PolCom Lab/Mainstreet Research,,,Online Panel/Text,6.0,South Carolina,2/1/2024,2024-02-08,192053.0,643.0,Likely voters,,REP,Donald Trump,53.6,45.85,45.85
,Blueprint Polling,2.4,-0.3,Text,1.0,Pennsylvania,2/6/2024,2024-02-08,191993.0,500.0, Registered voters,,DEM,Joe Biden,32.0,36.06,39.90857142857143
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/6/2024,2024-02-08,192019.0,4000.0, Registered voters,,DEM,Joe Biden,41.0,36.06,39.13142857142857
,Change Research,1.4,0.6,Text-to-Web/Online Ad,5.0,,2/6/2024,2024-02-08,193374.0,1534.0, Registered voters,,DEM,Joe Biden,40.0,36.06,38.354285714285716
,Change Research,1.4,0.6,Text-to-Web/Online Ad,5.0,,2/6/2024,2024-02-08,193375.0,1534.0, Registered voters,,DEM,Joe Biden,33.0,36.06,37.78071428571429
,Florida Atlantic University PolCom Lab/Mainstreet Research,,,Online Panel/Text,6.0,South Carolina,2/1/2024,2024-02-08,192052.0,679.0, Registered voters,,DEM,Joe Biden,34.3,36.06,37.20714285714286
,,,,,,,,2024-02-08,,,All adults,,,Joe Biden,,34.0,31.0
,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Texas,2/6/2024,2024-02-08,192463.0,807.0,Likely voters,,DEM,Joe Biden,35.0,38.95,37.06666666666667
,Cygnal,2.1,-1.3,,4.0,,2/6/2024,2024-02-08,192471.0,1501.0,Likely voters,,DEM,Joe Biden,45.8,38.95,37.511904761904766
,Cygnal,2.1,-1.3,,4.0,,2/6/2024,2024-02-08,192472.0,1501.0,Likely voters,,DEM,Joe Biden,39.1,38.95,37.95714285714286
,Florida Atlantic University PolCom Lab/Mainstreet Research,,,Online Panel/Text,6.0,South Carolina,2/1/2024,2024-02-08,192053.0,643.0,Likely voters,,DEM,Joe Biden,35.9,38.95,38.95
,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Texas,2/6/2024,2024-02-08,192463.0,807.0,Likely voters,,IND,"Joe Manchin, III",4.0,4.0,3.0
,,,,,,,,2024-02-08,,, Registered voters,,,Kamala Harris,,42.7,42.699999999999996
,,,,,,,,2024-02-08,,,All adults,,,Kamala Harris,,38.0,38.0
,,,,,,,,2024-02-08,,,Likely voters,,,Kamala Harris,,42.0,42.0
,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Texas,2/6/2024,2024-02-08,192463.0,807.0,Likely voters,,IND,Robert F. Kennedy,6.0,9.5,10.785714285714286
,Cygnal,2.1,-1.3,,4.0,,2/6/2024,2024-02-08,192472.0,1501.0,Likely voters,,IND,Robert F. Kennedy,13.0,9.5,10.571428571428571
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192011.0,1637.0, Registered voters,,IND,Cornel West,0.1,0.19999999999999998,1.8785714285714286
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192012.0,1637.0, Registered voters,,IND,Cornel West,0.5,0.19999999999999998,1.5857142857142856
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192013.0,1637.0, Registered voters,,IND,Cornel West,0.0,0.19999999999999998,1.292857142857143
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/5/2024,2024-02-07,192020.0,4000.0, Registered voters,,REP,Donald Trump,46.0,42.475,41.28214285714286
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192011.0,1637.0, Registered voters,,REP,Donald Trump,43.9,42.475,41.06428571428571
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192013.0,1637.0, Registered voters,,REP,Donald Trump,39.0,42.475,40.846428571428575
,KFF,2.5,-0.2,Live Phone/Probability Panel,9.5,,1/30/2024,2024-02-07,193085.0,1055.0, Registered voters,,REP,Donald Trump,41.0,42.475,41.95
,Ipsos,2.8,-0.8,Probability Panel,9.5,,2/2/2024,2024-02-07,194077.0,1076.0,All adults,,REP,Donald Trump,33.0,33.0,33.0
,,,,,,,,2024-02-07,,,Likely voters,,,Donald Trump,,45.85,44.221428571428575
,Morning Consult,1.8,-0.2,Online Panel,3.0,,2/5/2024,2024-02-07,192020.0,4000.0, Registered voters,,DEM,Joe Biden,40.0,40.075,41.8297619047619
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192011.0,1637.0, Registered voters,,DEM,Joe Biden,42.3,40.075,41.602380952380955
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192012.0,1637.0, Registered voters,,DEM,Joe Biden,41.0,40.075,41.375
,KFF,2.5,-0.2,Live Phone/Probability Panel,9.5,,1/30/2024,2024-02-07,193085.0,1055.0, Registered voters,,DEM,Joe Biden,37.0,40.075,40.92857142857143
,Ipsos,2.8,-0.8,Probability Panel,9.5,,2/2/2024,2024-02-07,194077.0,1076.0,All adults,,DEM,Joe Biden,35.0,30.5,30.5
,Ipsos,2.8,-0.8,Probability Panel,9.5,,2/2/2024,2024-02-07,194078.0,1076.0,All adults,,DEM,Joe Biden,26.0,30.5,30.5
,,,,,,,,2024-02-07,,,Likely voters,,,Joe Biden,,38.95,36.621428571428574
,,,,,,,,2024-02-07,,, Registered voters,,,Kamala Harris,,42.7,42.7
,,,,,,,,2024-02-07,,,All adults,,,Kamala Harris,,38.0,38.0
,,,,,,,,2024-02-07,,,Likely voters,,,Kamala Harris,,42.0,42.0
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192013.0,1637.0, Registered voters,,DEM,Michelle Obama,41.6,41.6,43.3
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192012.0,1637.0, Registered voters,,REP,Nikki Haley,23.0,23.0,39.457142857142856
,Ipsos,2.8,-0.8,Probability Panel,9.5,,2/2/2024,2024-02-07,194078.0,1076.0,All adults,,REP,Nikki Haley,30.0,30.0,25.857142857142858
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192011.0,1637.0, Registered voters,,IND,Robert F. Kennedy,5.2,7.233333333333333,11.761904761904761
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192012.0,1637.0, Registered voters,,IND,Robert F. Kennedy,11.4,7.233333333333333,11.045238095238094
,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/2/2024,2024-02-07,192013.0,1637.0, Registered voters,,IND,Robert F. Kennedy,5.1,7.233333333333333,10.328571428571427
